pc,n_label,skew_rate_label,kv_big_label,kp_label,alpha,n_samples
64,n<=16,sr<=40%,kvB<=1k,kp<=8k,0.4962,4
64,n<=16,sr<=40%,kvB<=1k,kp=0,0.504,4
64,n<=16,sr<=40%,kvB<=4k,kp<=1k,0.5253,4
64,n<=16,sr<=40%,kvB<=4k,kp<=2k,0.528,4
64,n<=16,sr<=40%,kvB<=4k,kp<=4k,0.5278,4
64,n<=16,sr<=40%,kvB<=4k,kp<=512,0.532,4
64,n<=16,sr<=40%,kvB<=4k,kp<=8k,0.531,4
64,n<=16,sr<=40%,kvB<=4k,kp=0,0.5289,4
64,n<=16,sr<=70%,kvB<=16k,kp<=1k,0.3324,2
64,n<=16,sr<=70%,kvB<=16k,kp<=2k,0.3353,2
64,n<=16,sr<=70%,kvB<=16k,kp<=4k,0.3289,2
64,n<=16,sr<=70%,kvB<=16k,kp<=512,0.3343,2
64,n<=16,sr<=70%,kvB<=16k,kp<=8k,0.3335,2
64,n<=16,sr<=70%,kvB<=16k,kp=0,0.3373,2
64,n<=16,sr<=70%,kvB<=1k,kp<=1k,0.2737,2
64,n<=16,sr<=70%,kvB<=1k,kp<=2k,0.2493,2
64,n<=16,sr<=70%,kvB<=1k,kp<=4k,0.2493,2
64,n<=16,sr<=70%,kvB<=1k,kp<=512,0.269,2
64,n<=16,sr<=70%,kvB<=1k,kp<=8k,0.241,2
64,n<=16,sr<=70%,kvB<=1k,kp=0,0.2658,2
64,n<=16,sr<=70%,kvB<=4k,kp<=1k,0.3044,2
64,n<=16,sr<=70%,kvB<=4k,kp<=2k,0.3092,2
64,n<=16,sr<=70%,kvB<=4k,kp<=4k,0.3161,2
64,n<=16,sr<=70%,kvB<=4k,kp<=512,0.3076,2
64,n<=16,sr<=70%,kvB<=4k,kp<=8k,0.3135,2
64,n<=16,sr<=70%,kvB<=4k,kp=0,0.3112,2
64,n<=16,sr>70%,kvB<=16k,kp<=1k,0.5184,4
64,n<=16,sr>70%,kvB<=16k,kp<=2k,0.5236,4
64,n<=16,sr>70%,kvB<=16k,kp<=4k,0.5209,4
64,n<=16,sr>70%,kvB<=16k,kp<=512,0.5031,4
64,n<=16,sr>70%,kvB<=16k,kp<=8k,0.5133,4
64,n<=16,sr>70%,kvB<=16k,kp=0,0.5104,4
64,n<=16,sr>70%,kvB<=1k,kp<=1k,0.5463,4
64,n<=16,sr>70%,kvB<=1k,kp<=2k,0.5222,4
64,n<=16,sr>70%,kvB<=1k,kp<=4k,0.4366,4
64,n<=16,sr>70%,kvB<=1k,kp<=512,0.534,4
64,n<=16,sr>70%,kvB<=1k,kp<=8k,0.4822,4
64,n<=16,sr>70%,kvB<=1k,kp=0,0.5058,4
64,n<=16,sr>70%,kvB<=4k,kp<=1k,0.5221,4
64,n<=16,sr>70%,kvB<=4k,kp<=2k,0.5286,4
64,n<=16,sr>70%,kvB<=4k,kp<=4k,0.5031,4
64,n<=16,sr>70%,kvB<=4k,kp<=512,0.5415,4
64,n<=16,sr>70%,kvB<=4k,kp<=8k,0.5295,4
64,n<=16,sr>70%,kvB<=4k,kp=0,0.5686,4
64,n<=2,sr<=70%,kvB<=16k,kp<=1k,0.0197,2
64,n<=2,sr<=70%,kvB<=16k,kp<=2k,0.0282,2
64,n<=2,sr<=70%,kvB<=16k,kp<=4k,-0.0003,2
64,n<=2,sr<=70%,kvB<=16k,kp<=512,0.0151,2
64,n<=2,sr<=70%,kvB<=16k,kp<=8k,0.0227,2
64,n<=2,sr<=70%,kvB<=16k,kp=0,0.0142,2
64,n<=2,sr<=70%,kvB<=1k,kp<=1k,-0.0168,2
64,n<=2,sr<=70%,kvB<=1k,kp<=2k,-0.2466,2
64,n<=2,sr<=70%,kvB<=1k,kp<=4k,0.0225,2
64,n<=2,sr<=70%,kvB<=1k,kp<=512,-0.0282,2
64,n<=2,sr<=70%,kvB<=1k,kp<=8k,0.078,2
64,n<=2,sr<=70%,kvB<=1k,kp=0,-0.0242,2
64,n<=2,sr<=70%,kvB<=4k,kp<=1k,0.0209,2
64,n<=2,sr<=70%,kvB<=4k,kp<=2k,0.0208,2
64,n<=2,sr<=70%,kvB<=4k,kp<=4k,-0.0301,2
64,n<=2,sr<=70%,kvB<=4k,kp<=512,0.0142,2
64,n<=2,sr<=70%,kvB<=4k,kp<=8k,-0.0045,2
64,n<=2,sr<=70%,kvB<=4k,kp=0,0.0281,2
64,n<=32,sr<=15%,kvB<=16k,kp<=1k,0.284,6
64,n<=32,sr<=15%,kvB<=16k,kp<=2k,0.2917,6
64,n<=32,sr<=15%,kvB<=16k,kp<=4k,0.3029,6
64,n<=32,sr<=15%,kvB<=16k,kp<=512,0.3024,6
64,n<=32,sr<=15%,kvB<=16k,kp<=8k,0.3005,6
64,n<=32,sr<=15%,kvB<=16k,kp=0,0.2866,6
64,n<=32,sr<=15%,kvB<=1k,kp<=1k,0.3264,6
64,n<=32,sr<=15%,kvB<=1k,kp<=2k,0.298,6
64,n<=32,sr<=15%,kvB<=1k,kp<=4k,0.3027,6
64,n<=32,sr<=15%,kvB<=1k,kp<=512,0.2877,6
64,n<=32,sr<=15%,kvB<=1k,kp<=8k,0.2951,6
64,n<=32,sr<=15%,kvB<=1k,kp=0,0.3113,6
64,n<=32,sr<=15%,kvB<=4k,kp<=1k,0.2764,6
64,n<=32,sr<=15%,kvB<=4k,kp<=2k,0.2945,6
64,n<=32,sr<=15%,kvB<=4k,kp<=4k,0.2719,6
64,n<=32,sr<=15%,kvB<=4k,kp<=512,0.2811,6
64,n<=32,sr<=15%,kvB<=4k,kp<=8k,0.2924,6
64,n<=32,sr<=15%,kvB<=4k,kp=0,0.2781,6
64,n<=32,sr<=40%,kvB<=16k,kp<=1k,0.2643,2
64,n<=32,sr<=40%,kvB<=16k,kp<=2k,0.2466,2
64,n<=32,sr<=40%,kvB<=16k,kp<=4k,0.2587,2
64,n<=32,sr<=40%,kvB<=16k,kp<=512,0.2629,2
64,n<=32,sr<=40%,kvB<=16k,kp<=8k,0.2633,2
64,n<=32,sr<=40%,kvB<=16k,kp=0,0.243,2
64,n<=32,sr<=40%,kvB<=1k,kp<=1k,0.2513,2
64,n<=32,sr<=40%,kvB<=1k,kp<=2k,0.2299,2
64,n<=32,sr<=40%,kvB<=1k,kp<=4k,0.2311,2
64,n<=32,sr<=40%,kvB<=1k,kp<=512,0.2096,2
64,n<=32,sr<=40%,kvB<=1k,kp<=8k,0.2347,2
64,n<=32,sr<=40%,kvB<=1k,kp=0,0.2443,2
64,n<=32,sr<=40%,kvB<=4k,kp<=1k,0.2521,2
64,n<=32,sr<=40%,kvB<=4k,kp<=2k,0.2376,2
64,n<=32,sr<=40%,kvB<=4k,kp<=4k,0.2129,2
64,n<=32,sr<=40%,kvB<=4k,kp<=512,0.2464,2
64,n<=32,sr<=40%,kvB<=4k,kp<=8k,0.2436,2
64,n<=32,sr<=40%,kvB<=4k,kp=0,0.2528,2
64,n<=32,sr<=5%,kvB<=16k,kp<=1k,0.2895,2
64,n<=32,sr<=5%,kvB<=16k,kp<=2k,0.2974,2
64,n<=32,sr<=5%,kvB<=16k,kp<=4k,0.286,2
64,n<=32,sr<=5%,kvB<=16k,kp<=512,0.2866,2
64,n<=32,sr<=5%,kvB<=16k,kp<=8k,0.2884,2
64,n<=32,sr<=5%,kvB<=16k,kp=0,0.2879,2
64,n<=32,sr<=5%,kvB<=1k,kp<=1k,0.3005,2
64,n<=32,sr<=5%,kvB<=1k,kp<=2k,0.2942,2
64,n<=32,sr<=5%,kvB<=1k,kp<=4k,0.2912,2
64,n<=32,sr<=5%,kvB<=1k,kp<=512,0.286,2
64,n<=32,sr<=5%,kvB<=1k,kp<=8k,0.3386,2
64,n<=32,sr<=5%,kvB<=1k,kp=0,0.3022,2
64,n<=32,sr<=5%,kvB<=4k,kp<=1k,0.2833,2
64,n<=32,sr<=5%,kvB<=4k,kp<=2k,0.284,2
64,n<=32,sr<=5%,kvB<=4k,kp<=4k,0.2946,2
64,n<=32,sr<=5%,kvB<=4k,kp<=512,0.2839,2
64,n<=32,sr<=5%,kvB<=4k,kp<=8k,0.2764,2
64,n<=32,sr<=5%,kvB<=4k,kp=0,0.2913,2
64,n<=32,sr<=70%,kvB<=16k,kp<=1k,0.2745,2
64,n<=32,sr<=70%,kvB<=16k,kp<=2k,0.2733,2
64,n<=32,sr<=70%,kvB<=16k,kp<=4k,0.279,2
64,n<=32,sr<=70%,kvB<=16k,kp<=512,0.2629,2
64,n<=32,sr<=70%,kvB<=16k,kp<=8k,0.2708,2
64,n<=32,sr<=70%,kvB<=16k,kp=0,0.2944,2
64,n<=32,sr<=70%,kvB<=1k,kp<=1k,0.3156,2
64,n<=32,sr<=70%,kvB<=1k,kp<=2k,0.2668,2
64,n<=32,sr<=70%,kvB<=1k,kp<=4k,0.2868,2
64,n<=32,sr<=70%,kvB<=1k,kp<=512,0.2937,2
64,n<=32,sr<=70%,kvB<=1k,kp<=8k,0.2826,2
64,n<=32,sr<=70%,kvB<=1k,kp=0,0.2742,2
64,n<=32,sr<=70%,kvB<=4k,kp<=1k,0.2867,2
64,n<=32,sr<=70%,kvB<=4k,kp<=2k,0.2919,2
64,n<=32,sr<=70%,kvB<=4k,kp<=4k,0.2868,2
64,n<=32,sr<=70%,kvB<=4k,kp<=512,0.2953,2
64,n<=32,sr<=70%,kvB<=4k,kp<=8k,0.3052,2
64,n<=32,sr<=70%,kvB<=4k,kp=0,0.3045,2
64,n<=32,sr>70%,kvB<=16k,kp<=1k,0.7787,4
64,n<=32,sr>70%,kvB<=16k,kp<=2k,0.7916,4
64,n<=32,sr>70%,kvB<=16k,kp<=4k,0.7802,4
64,n<=32,sr>70%,kvB<=16k,kp<=512,0.8259,4
64,n<=32,sr>70%,kvB<=16k,kp<=8k,0.8209,4
64,n<=32,sr>70%,kvB<=16k,kp=0,0.8311,4
64,n<=32,sr>70%,kvB<=1k,kp<=1k,0.7598,4
64,n<=32,sr>70%,kvB<=1k,kp<=2k,0.7226,4
64,n<=32,sr>70%,kvB<=1k,kp<=4k,0.7109,4
64,n<=32,sr>70%,kvB<=1k,kp<=512,0.7352,4
64,n<=32,sr>70%,kvB<=1k,kp<=8k,0.7231,4
64,n<=32,sr>70%,kvB<=1k,kp=0,0.7848,4
64,n<=32,sr>70%,kvB<=4k,kp<=1k,0.8486,4
64,n<=32,sr>70%,kvB<=4k,kp<=2k,0.793,4
64,n<=32,sr>70%,kvB<=4k,kp<=4k,0.7798,4
64,n<=32,sr>70%,kvB<=4k,kp<=512,0.8135,4
64,n<=32,sr>70%,kvB<=4k,kp<=8k,0.8225,4
64,n<=32,sr>70%,kvB<=4k,kp=0,0.8632,4
64,n<=4,sr<=40%,kvB<=16k,kp<=1k,-0.0074,2
64,n<=4,sr<=40%,kvB<=16k,kp<=2k,0.0027,2
64,n<=4,sr<=40%,kvB<=16k,kp<=4k,-0.0096,2
64,n<=4,sr<=40%,kvB<=16k,kp<=512,0.0013,2
64,n<=4,sr<=40%,kvB<=16k,kp<=8k,0.001,2
64,n<=4,sr<=40%,kvB<=16k,kp=0,0.0008,2
64,n<=4,sr<=40%,kvB<=1k,kp<=1k,0.0631,2
64,n<=4,sr<=40%,kvB<=1k,kp<=2k,0.0528,2
64,n<=4,sr<=40%,kvB<=1k,kp<=4k,0.0319,2
64,n<=4,sr<=40%,kvB<=1k,kp<=512,0.0708,2
64,n<=4,sr<=40%,kvB<=1k,kp<=8k,0.0247,2
64,n<=4,sr<=40%,kvB<=1k,kp=0,0.0593,2
64,n<=4,sr<=40%,kvB<=4k,kp<=1k,-0.0187,2
64,n<=4,sr<=40%,kvB<=4k,kp<=2k,0.0142,2
64,n<=4,sr<=40%,kvB<=4k,kp<=4k,-0.012,2
64,n<=4,sr<=40%,kvB<=4k,kp<=512,0.0027,2
64,n<=4,sr<=40%,kvB<=4k,kp<=8k,-0.0122,2
64,n<=4,sr<=40%,kvB<=4k,kp=0,-0.0021,2
64,n<=4,sr<=70%,kvB<=16k,kp<=1k,-0.0412,2
64,n<=4,sr<=70%,kvB<=16k,kp<=2k,-0.0643,2
64,n<=4,sr<=70%,kvB<=16k,kp<=4k,-0.0313,2
64,n<=4,sr<=70%,kvB<=16k,kp<=512,-0.0543,2
64,n<=4,sr<=70%,kvB<=16k,kp<=8k,-0.0465,2
64,n<=4,sr<=70%,kvB<=16k,kp=0,-0.0365,2
64,n<=4,sr<=70%,kvB<=1k,kp<=1k,-0.1356,2
64,n<=4,sr<=70%,kvB<=1k,kp<=2k,-0.0549,2
64,n<=4,sr<=70%,kvB<=1k,kp<=4k,-0.0973,2
64,n<=4,sr<=70%,kvB<=1k,kp<=512,-0.1183,2
64,n<=4,sr<=70%,kvB<=1k,kp<=8k,-0.2204,2
64,n<=4,sr<=70%,kvB<=1k,kp=0,-0.1365,2
64,n<=4,sr<=70%,kvB<=4k,kp<=1k,-0.0779,2
64,n<=4,sr<=70%,kvB<=4k,kp<=2k,-0.076,2
64,n<=4,sr<=70%,kvB<=4k,kp<=4k,-0.0461,2
64,n<=4,sr<=70%,kvB<=4k,kp<=512,-0.0549,2
64,n<=4,sr<=70%,kvB<=4k,kp<=8k,-0.0763,2
64,n<=4,sr<=70%,kvB<=4k,kp=0,-0.1026,2
64,n<=4,sr>70%,kvB<=16k,kp<=1k,-0.0582,2
64,n<=4,sr>70%,kvB<=16k,kp<=2k,-0.0639,2
64,n<=4,sr>70%,kvB<=16k,kp<=4k,0.0262,2
64,n<=4,sr>70%,kvB<=16k,kp<=512,0.0142,2
64,n<=4,sr>70%,kvB<=16k,kp<=8k,-0.0527,2
64,n<=4,sr>70%,kvB<=16k,kp=0,-0.0489,2
64,n<=4,sr>70%,kvB<=1k,kp<=1k,-0.0006,2
64,n<=4,sr>70%,kvB<=1k,kp<=2k,0.0285,2
64,n<=4,sr>70%,kvB<=1k,kp<=4k,0.1614,2
64,n<=4,sr>70%,kvB<=1k,kp<=512,0.0723,2
64,n<=4,sr>70%,kvB<=1k,kp<=8k,0.094,2
64,n<=4,sr>70%,kvB<=1k,kp=0,0.0392,2
64,n<=4,sr>70%,kvB<=4k,kp<=1k,-0.0288,2
64,n<=4,sr>70%,kvB<=4k,kp<=2k,-0.2388,2
64,n<=4,sr>70%,kvB<=4k,kp<=4k,-0.0809,2
64,n<=4,sr>70%,kvB<=4k,kp<=512,-0.0762,2
64,n<=4,sr>70%,kvB<=4k,kp<=8k,-0.1608,2
64,n<=4,sr>70%,kvB<=4k,kp=0,-0.1354,2
64,n<=64,sr<=15%,kvB<=16k,kp<=1k,0.1065,4
64,n<=64,sr<=15%,kvB<=16k,kp<=2k,0.108,4
64,n<=64,sr<=15%,kvB<=16k,kp<=4k,0.1108,4
64,n<=64,sr<=15%,kvB<=16k,kp<=512,0.1057,4
64,n<=64,sr<=15%,kvB<=16k,kp<=8k,0.1128,4
64,n<=64,sr<=15%,kvB<=16k,kp=0,0.1144,4
64,n<=64,sr<=15%,kvB<=1k,kp<=1k,0.1245,4
64,n<=64,sr<=15%,kvB<=1k,kp<=2k,0.1194,4
64,n<=64,sr<=15%,kvB<=1k,kp<=4k,0.1286,4
64,n<=64,sr<=15%,kvB<=1k,kp<=512,0.1221,4
64,n<=64,sr<=15%,kvB<=1k,kp<=8k,0.1231,4
64,n<=64,sr<=15%,kvB<=1k,kp=0,0.1184,4
64,n<=64,sr<=15%,kvB<=4k,kp<=1k,0.1077,4
64,n<=64,sr<=15%,kvB<=4k,kp<=2k,0.1181,4
64,n<=64,sr<=15%,kvB<=4k,kp<=4k,0.1077,4
64,n<=64,sr<=15%,kvB<=4k,kp<=512,0.1055,4
64,n<=64,sr<=15%,kvB<=4k,kp<=8k,0.105,4
64,n<=64,sr<=15%,kvB<=4k,kp=0,0.1048,4
64,n<=64,sr<=40%,kvB<=16k,kp<=1k,0.077,2
64,n<=64,sr<=40%,kvB<=16k,kp<=2k,0.0718,2
64,n<=64,sr<=40%,kvB<=16k,kp<=4k,0.0788,2
64,n<=64,sr<=40%,kvB<=16k,kp<=512,0.0737,2
64,n<=64,sr<=40%,kvB<=16k,kp<=8k,0.0764,2
64,n<=64,sr<=40%,kvB<=16k,kp=0,0.0732,2
64,n<=64,sr<=40%,kvB<=1k,kp<=1k,0.0795,2
64,n<=64,sr<=40%,kvB<=1k,kp<=2k,0.0901,2
64,n<=64,sr<=40%,kvB<=1k,kp<=4k,0.0865,2
64,n<=64,sr<=40%,kvB<=1k,kp<=512,0.0751,2
64,n<=64,sr<=40%,kvB<=1k,kp<=8k,0.0867,2
64,n<=64,sr<=40%,kvB<=1k,kp=0,0.091,2
64,n<=64,sr<=40%,kvB<=4k,kp<=1k,0.0686,2
64,n<=64,sr<=40%,kvB<=4k,kp<=2k,0.0706,2
64,n<=64,sr<=40%,kvB<=4k,kp<=4k,0.0646,2
64,n<=64,sr<=40%,kvB<=4k,kp<=512,0.0662,2
64,n<=64,sr<=40%,kvB<=4k,kp<=8k,0.0635,2
64,n<=64,sr<=40%,kvB<=4k,kp=0,0.0759,2
64,n<=64,sr<=5%,kvB<=16k,kp<=1k,0.1286,6
64,n<=64,sr<=5%,kvB<=16k,kp<=2k,0.1289,6
64,n<=64,sr<=5%,kvB<=16k,kp<=4k,0.1284,6
64,n<=64,sr<=5%,kvB<=16k,kp<=512,0.1255,6
64,n<=64,sr<=5%,kvB<=16k,kp<=8k,0.1264,6
64,n<=64,sr<=5%,kvB<=16k,kp=0,0.1293,6
64,n<=64,sr<=5%,kvB<=1k,kp<=1k,0.1364,6
64,n<=64,sr<=5%,kvB<=1k,kp<=2k,0.1328,6
64,n<=64,sr<=5%,kvB<=1k,kp<=4k,0.1332,6
64,n<=64,sr<=5%,kvB<=1k,kp<=512,0.1377,6
64,n<=64,sr<=5%,kvB<=1k,kp<=8k,0.1367,6
64,n<=64,sr<=5%,kvB<=1k,kp=0,0.1417,6
64,n<=64,sr<=5%,kvB<=4k,kp<=1k,0.1267,6
64,n<=64,sr<=5%,kvB<=4k,kp<=2k,0.126,6
64,n<=64,sr<=5%,kvB<=4k,kp<=4k,0.1311,6
64,n<=64,sr<=5%,kvB<=4k,kp<=512,0.1268,6
64,n<=64,sr<=5%,kvB<=4k,kp<=8k,0.1305,6
64,n<=64,sr<=5%,kvB<=4k,kp=0,0.1294,6
64,n<=64,sr<=70%,kvB<=16k,kp<=1k,0.1213,2
64,n<=64,sr<=70%,kvB<=16k,kp<=2k,0.1188,2
64,n<=64,sr<=70%,kvB<=16k,kp<=4k,0.1282,2
64,n<=64,sr<=70%,kvB<=16k,kp<=512,0.1197,2
64,n<=64,sr<=70%,kvB<=16k,kp<=8k,0.1031,2
64,n<=64,sr<=70%,kvB<=16k,kp=0,0.1146,2
64,n<=64,sr<=70%,kvB<=1k,kp<=1k,0.1275,2
64,n<=64,sr<=70%,kvB<=1k,kp<=2k,0.1091,2
64,n<=64,sr<=70%,kvB<=1k,kp<=4k,0.0992,2
64,n<=64,sr<=70%,kvB<=1k,kp<=512,0.1104,2
64,n<=64,sr<=70%,kvB<=1k,kp<=8k,0.1134,2
64,n<=64,sr<=70%,kvB<=1k,kp=0,0.103,2
64,n<=64,sr<=70%,kvB<=4k,kp<=1k,0.1091,2
64,n<=64,sr<=70%,kvB<=4k,kp<=2k,0.1078,2
64,n<=64,sr<=70%,kvB<=4k,kp<=4k,0.1126,2
64,n<=64,sr<=70%,kvB<=4k,kp<=512,0.1207,2
64,n<=64,sr<=70%,kvB<=4k,kp<=8k,0.107,2
64,n<=64,sr<=70%,kvB<=4k,kp=0,0.1108,2
64,n<=64,sr>70%,kvB<=16k,kp<=1k,0.0619,4
64,n<=64,sr>70%,kvB<=16k,kp<=2k,0.0746,4
64,n<=64,sr>70%,kvB<=16k,kp<=4k,0.0282,4
64,n<=64,sr>70%,kvB<=16k,kp<=512,0.0638,4
64,n<=64,sr>70%,kvB<=16k,kp<=8k,0.0753,4
64,n<=64,sr>70%,kvB<=16k,kp=0,0.0461,4
64,n<=64,sr>70%,kvB<=1k,kp<=1k,0.054,4
64,n<=64,sr>70%,kvB<=1k,kp<=2k,0.0636,4
64,n<=64,sr>70%,kvB<=1k,kp<=4k,0.0877,4
64,n<=64,sr>70%,kvB<=1k,kp<=512,0.0742,4
64,n<=64,sr>70%,kvB<=1k,kp<=8k,0.0675,4
64,n<=64,sr>70%,kvB<=1k,kp=0,0.1059,4
64,n<=64,sr>70%,kvB<=4k,kp<=1k,0.0585,4
64,n<=64,sr>70%,kvB<=4k,kp<=2k,0.0465,4
64,n<=64,sr>70%,kvB<=4k,kp<=4k,0.0436,4
64,n<=64,sr>70%,kvB<=4k,kp<=512,0.0695,4
64,n<=64,sr>70%,kvB<=4k,kp<=8k,0.083,4
64,n<=64,sr>70%,kvB<=4k,kp=0,0.0503,4
64,n<=8,sr<=15%,kvB<=16k,kp<=1k,0.1363,2
64,n<=8,sr<=15%,kvB<=16k,kp<=2k,0.1248,2
64,n<=8,sr<=15%,kvB<=16k,kp<=4k,0.1377,2
64,n<=8,sr<=15%,kvB<=16k,kp<=512,0.1312,2
64,n<=8,sr<=15%,kvB<=16k,kp<=8k,0.1268,2
64,n<=8,sr<=15%,kvB<=16k,kp=0,0.1352,2
64,n<=8,sr<=15%,kvB<=1k,kp<=1k,0.0667,2
64,n<=8,sr<=15%,kvB<=1k,kp<=2k,0.0674,2
64,n<=8,sr<=15%,kvB<=1k,kp<=4k,0.0799,2
64,n<=8,sr<=15%,kvB<=1k,kp<=512,0.07,2
64,n<=8,sr<=15%,kvB<=1k,kp<=8k,0.0706,2
64,n<=8,sr<=15%,kvB<=1k,kp=0,0.0783,2
64,n<=8,sr<=15%,kvB<=4k,kp<=1k,0.1244,2
64,n<=8,sr<=15%,kvB<=4k,kp<=2k,0.1118,2
64,n<=8,sr<=15%,kvB<=4k,kp<=4k,0.1095,2
64,n<=8,sr<=15%,kvB<=4k,kp<=512,0.1146,2
64,n<=8,sr<=15%,kvB<=4k,kp<=8k,0.1235,2
64,n<=8,sr<=15%,kvB<=4k,kp=0,0.1253,2
64,n<=8,sr<=40%,kvB<=16k,kp<=1k,0.0234,4
64,n<=8,sr<=40%,kvB<=16k,kp<=2k,0.0273,4
64,n<=8,sr<=40%,kvB<=16k,kp<=4k,0.0256,4
64,n<=8,sr<=40%,kvB<=16k,kp<=512,0.0308,4
64,n<=8,sr<=40%,kvB<=16k,kp<=8k,0.0206,4
64,n<=8,sr<=40%,kvB<=16k,kp=0,0.0279,4
64,n<=8,sr<=40%,kvB<=1k,kp<=1k,0.0001,4
64,n<=8,sr<=40%,kvB<=1k,kp<=2k,-0.0085,4
64,n<=8,sr<=40%,kvB<=1k,kp<=4k,-0.0416,4
64,n<=8,sr<=40%,kvB<=1k,kp<=512,-0.0066,4
64,n<=8,sr<=40%,kvB<=1k,kp<=8k,0.005,4
64,n<=8,sr<=40%,kvB<=1k,kp=0,-0.0048,4
64,n<=8,sr<=40%,kvB<=4k,kp<=1k,0.0173,4
64,n<=8,sr<=40%,kvB<=4k,kp<=2k,0.0171,4
64,n<=8,sr<=40%,kvB<=4k,kp<=4k,0.0167,4
64,n<=8,sr<=40%,kvB<=4k,kp<=512,0.0127,4
64,n<=8,sr<=40%,kvB<=4k,kp<=8k,0.021,4
64,n<=8,sr<=40%,kvB<=4k,kp=0,0.0151,4
64,n<=8,sr<=70%,kvB<=16k,kp<=1k,0.0605,2
64,n<=8,sr<=70%,kvB<=16k,kp<=2k,0.0624,2
64,n<=8,sr<=70%,kvB<=16k,kp<=4k,0.0658,2
64,n<=8,sr<=70%,kvB<=16k,kp<=512,0.067,2
64,n<=8,sr<=70%,kvB<=16k,kp<=8k,0.0713,2
64,n<=8,sr<=70%,kvB<=16k,kp=0,0.067,2
64,n<=8,sr<=70%,kvB<=1k,kp<=1k,-0.0525,2
64,n<=8,sr<=70%,kvB<=1k,kp<=2k,0.0111,2
64,n<=8,sr<=70%,kvB<=1k,kp<=4k,-0.0768,2
64,n<=8,sr<=70%,kvB<=1k,kp<=512,0.0042,2
64,n<=8,sr<=70%,kvB<=1k,kp<=8k,-0.0682,2
64,n<=8,sr<=70%,kvB<=1k,kp=0,-0.0531,2
64,n<=8,sr<=70%,kvB<=4k,kp<=1k,0.0466,2
64,n<=8,sr<=70%,kvB<=4k,kp<=2k,0.045,2
64,n<=8,sr<=70%,kvB<=4k,kp<=4k,0.0621,2
64,n<=8,sr<=70%,kvB<=4k,kp<=512,0.0659,2
64,n<=8,sr<=70%,kvB<=4k,kp<=8k,0.0316,2
64,n<=8,sr<=70%,kvB<=4k,kp=0,0.0407,2
64,n<=8,sr>70%,kvB<=16k,kp<=1k,0.5779,4
64,n<=8,sr>70%,kvB<=16k,kp<=2k,0.5935,4
64,n<=8,sr>70%,kvB<=16k,kp<=4k,0.6017,4
64,n<=8,sr>70%,kvB<=16k,kp<=512,0.6178,4
64,n<=8,sr>70%,kvB<=16k,kp<=8k,0.6058,4
64,n<=8,sr>70%,kvB<=16k,kp=0,0.5795,4
64,n<=8,sr>70%,kvB<=1k,kp<=1k,0.4893,4
64,n<=8,sr>70%,kvB<=1k,kp<=2k,0.387,4
64,n<=8,sr>70%,kvB<=1k,kp<=4k,0.4319,4
64,n<=8,sr>70%,kvB<=1k,kp<=512,0.3948,4
64,n<=8,sr>70%,kvB<=1k,kp<=8k,0.3906,4
64,n<=8,sr>70%,kvB<=1k,kp=0,0.4527,4
64,n<=8,sr>70%,kvB<=4k,kp<=1k,0.4993,4
64,n<=8,sr>70%,kvB<=4k,kp<=2k,0.4632,4
64,n<=8,sr>70%,kvB<=4k,kp<=4k,0.5427,4
64,n<=8,sr>70%,kvB<=4k,kp<=512,0.5666,4
64,n<=8,sr>70%,kvB<=4k,kp<=8k,0.547,4
64,n<=8,sr>70%,kvB<=4k,kp=0,0.491,4
128,n<=128,sr<=15%,kvB<=16k,kp<=1k,0.0391,4
128,n<=128,sr<=15%,kvB<=16k,kp<=2k,0.0376,4
128,n<=128,sr<=15%,kvB<=16k,kp<=4k,0.0392,4
128,n<=128,sr<=15%,kvB<=16k,kp<=512,0.0379,4
128,n<=128,sr<=15%,kvB<=16k,kp<=8k,0.038,4
128,n<=128,sr<=15%,kvB<=16k,kp=0,0.0382,4
128,n<=128,sr<=15%,kvB<=1k,kp<=1k,0.0363,4
128,n<=128,sr<=15%,kvB<=1k,kp<=2k,0.0408,4
128,n<=128,sr<=15%,kvB<=1k,kp<=4k,0.0424,4
128,n<=128,sr<=15%,kvB<=1k,kp<=512,0.0382,4
128,n<=128,sr<=15%,kvB<=1k,kp<=8k,0.0413,4
128,n<=128,sr<=15%,kvB<=1k,kp=0,0.0401,4
128,n<=128,sr<=15%,kvB<=4k,kp<=1k,0.0337,4
128,n<=128,sr<=15%,kvB<=4k,kp<=2k,0.0361,4
128,n<=128,sr<=15%,kvB<=4k,kp<=4k,0.0322,4
128,n<=128,sr<=15%,kvB<=4k,kp<=512,0.0355,4
128,n<=128,sr<=15%,kvB<=4k,kp<=8k,0.0357,4
128,n<=128,sr<=15%,kvB<=4k,kp=0,0.0369,4
128,n<=128,sr<=40%,kvB<=16k,kp<=1k,0.0182,2
128,n<=128,sr<=40%,kvB<=16k,kp<=2k,0.0153,2
128,n<=128,sr<=40%,kvB<=16k,kp<=4k,0.0117,2
128,n<=128,sr<=40%,kvB<=16k,kp<=512,0.0166,2
128,n<=128,sr<=40%,kvB<=16k,kp<=8k,0.0104,2
128,n<=128,sr<=40%,kvB<=16k,kp=0,0.0148,2
128,n<=128,sr<=40%,kvB<=1k,kp<=1k,0.0154,2
128,n<=128,sr<=40%,kvB<=1k,kp<=2k,0.0129,2
128,n<=128,sr<=40%,kvB<=1k,kp<=4k,0.0101,2
